Mean,RMS,Std,Peak,Peak_to_Peak,Skewness,Kurtosis,Crest_Factor,Shape_Factor,Impulse_Factor,Spectral_Energy,Dominant_Frequency,Amp_BPFO,Amp_BPFI,Amp_BSF,BPFO_BPFI_Ratio,Band_0_500,Band_500_1000,Band_1000_2000,Wavelet_D1,Wavelet_D2,Wavelet_D3,Wavelet_D4,Label,Source_File,Time
0.0124209681490384,0.0759820697888735,0.0749599525056001,0.2177944615384615,0.4163963076923077,-0.1629761129766278,-0.2436642645532396,2.866392849571389,1.2326922553049786,3.533380266328221,3107.744869711976,1066.40625,6.685926632870018,13.120113715524916,3.545399519936779,0.5095936497073664,147.5511311431333,95.6588459195146,161.24184903753866,0.0361032417612057,0.5597924884201901,3.431539774787855,0.4231842122541513,0,97.mat,2026-01-01 00:00:00
0.0126927385817307,0.0736787590138125,0.0725772272624912,0.272868923076923,0.4850307692307692,-0.1565442224230429,0.0218677895306123,3.703495101291927,1.2473355433189663,4.619501074349096,2930.593371003294,1031.25,7.485546233725727,3.2635981993896968,9.15258593513196,2.2936482300810037,146.9792780988262,79.72527635551064,165.7128244723961,0.0375834268894798,0.5476118144904363,3.135955940473985,0.3734350994966495,0,97.mat,2026-01-01 00:00:01
0.0115889513221153,0.0704254190638466,0.0694653572478545,0.272868923076923,0.4850307692307692,-0.1073859965451049,0.1848167461293997,3.8745800409017663,1.2620966588047895,4.890094523893844,2670.738553769908,1031.25,11.758530655299229,4.024621695241144,10.900849937794352,2.921648677987036,143.47107365186062,90.89212055175082,139.9166146002647,0.0380848468316992,0.5379299627168697,2.639633776756106,0.4169810899033562,0,97.mat,2026-01-01 00:00:02
0.0114241370192307,0.072955734317225,0.0720557302588168,0.2115359999999999,0.3861470769230769,0.0815065192404448,-0.3048453093912879,2.8995116282457274,1.251571696582036,3.628946687822847,2858.967465068535,1031.25,5.092236413326211,11.773000597269904,2.900059203093105,0.4325351359029977,140.36008148814165,87.46546711182609,163.9034101045223,0.0391682765791216,0.5964135789748028,3.1550510341804765,0.4188652323002379,0,97.mat,2026-01-01 00:00:03
0.0146434146634615,0.0783765218867273,0.0769964258264925,0.2123704615384615,0.4205686153846154,0.0503285915353538,-0.3761819424171917,2.709618345215512,1.2424844650969336,3.3666587002719344,3333.057594403579,1031.25,6.033952888242266,11.881359507818566,12.176679155005948,0.5078503755627969,152.7971622700763,64.80981461762921,170.8305786523218,0.0381501604198043,0.632442180872234,3.519659041271136,0.3372817243598182,0,97.mat,2026-01-01 00:00:04
0.0131397133413461,0.0827958048661691,0.0817465181934008,0.226764923076923,0.4497747692307692,-0.0884938812643573,-0.1015091196702679,2.7388455664325635,1.262547496981078,3.457922614517156,3684.5894426744712,1031.25,7.382554626044085,17.959743177963645,18.986335415119548,0.4110612581087672,169.31623704785994,89.47358149363093,172.2928392208095,0.035058076476433,0.6424366338230613,3.4713583220700404,0.4586477931333483,0,97.mat,2026-01-01 00:00:05
0.0109370282451923,0.0796880569751297,0.078933946041202,0.226764923076923,0.4497747692307692,-0.1635876648396378,-0.0345639799349237,2.845657576362984,1.2519826276880544,3.562713849955349,3392.040659552538,1031.25,4.503738630759558,18.318475724560347,9.133611469684164,0.2458577175567728,166.1574245450641,110.8405131604891,166.32739307932255,0.0378542983865093,0.6142059043635492,3.2868200379597448,0.6365285175076753,0,97.mat,2026-01-01 00:00:06
0.0121445120192307,0.0745816531537462,0.073586233868574,0.2165427692307692,0.417648,-0.0648470047048934,-0.2004972069630515,2.903432145495319,1.2435818582500966,3.6106555427981335,2993.638272651409,1031.25,6.983184148037926,10.336573290741,2.7291226633724763,0.6755801900319446,146.87141296794118,75.04553130978502,153.60283584646302,0.0396592432012209,0.6015970172249534,3.1998692950089462,0.472017809404415,0,97.mat,2026-01-01 00:00:07
0.0133589224759615,0.0761035619086456,0.0749219015072649,0.1885883076923076,0.3755076923076922,-0.0284479516190098,-0.3216085030212063,2.478048372015598,1.2461129257647172,3.087928107038852,3130.1079444300544,1031.25,5.1013150593425,12.471804935001396,7.318034320333829,0.4090278100025407,155.32850163275924,84.2450202813667,172.543888416174,0.0392249852606619,0.6420214063376546,3.2744289720741078,0.4406668279516889,0,97.mat,2026-01-01 00:00:08
0.0108041989182692,0.0706108147017459,0.0697793410586455,0.183372923076923,0.3611132307692307,-0.0037567368903563,-0.3028187095771324,2.5969523769336837,1.2427064317816563,3.2272494218461483,2675.2386354341925,1042.96875,5.537285692079454,9.318446119683498,6.603552209908461,0.5942284390509014,126.19186313798104,86.29886707578717,154.59268426297902,0.0418263290719793,0.5792824604356537,3.027036862752384,0.4483309185030767,0,97.mat,2026-01-01 00:00:09
0.0105587091346153,0.0725289635214328,0.0717562834245471,0.2192547692307692,0.421403076923077,0.0826041911208121,-0.105765166618664,3.022996036141861,1.2544481166851094,3.792191684284708,2816.44153111448,1031.25,6.463504740522902,7.075090037103337,5.049798294602144,0.9135579486093964,128.10729305444167,85.49798533102894,165.34349837032548,0.0395855923533652,0.5931871682863301,3.329329147484169,0.426078103136128,0,97.mat,2026-01-01 00:00:10
0.0117977704326923,0.0773614835852225,0.0764566004693129,0.2492953846153846,0.4685501538461538,-0.0694073311519903,-0.1530690213462513,3.222474195970624,1.2438437681219232,4.008254446591765,3210.7271222414147,1066.40625,5.19850659303351,13.314326332266123,4.0091892560857945,0.3904445830229786,149.92367236319427,75.8586109011125,172.7779343354797,0.0344406082806816,0.6269331090970025,3.5965315686837425,0.3499099932955239,0,97.mat,2026-01-01 00:00:11
0.0109223599759615,0.0734504389537975,0.0726338009129431,0.2492953846153846,0.4485230769230769,-0.1229241352553457,-0.2487508803739597,3.394062556551888,1.2309965069840774,4.178079151600821,2891.0625581670333,1066.40625,5.291588207324694,13.733299732454338,8.154020139419977,0.3853107636484252,142.24129041603547,91.363120757374,163.96576979429585,0.0357260307633537,0.6104104494435956,3.0686557174611204,0.4159347753963292,0,97.mat,2026-01-01 00:00:12
